,sentiment,content
28013,sadness,idk why im so hyper im jumping everyhere. ugh lets let it be friday sweeney todd then cinco de mayo il those parties
28016,sadness,@MissDeeeee don't encourage me... I've got years of this stuff. you will regret it !
28019,sadness,@aweekes haha nope she won't  altho my train back from Leeds I booked an hour too early and they won't let me change it :/
28025,sadness,"@Heart_song Glad you had a wondrous Beltaine! Mine was quiet, yet in sync with the season.  Miss you all..."
28033,sadness,"@nickiminaj Nicklaus!!!!!  Iï¿½m MAD I missed you out in VA last night, I was gonna snatch you up and make you wifey!!! 2009 is MINEE"
28058,sadness,I'm up. I have a plan to transform my bedroom today. Random.
28063,sadness,Good morning scary world!
28138,sadness,@orbicule wow great promo for orbicule. is there an english translation somewhere? my Norwegian isn't that good
28149,sadness,I  didnt know there was a starwars day
28155,sadness,Big Sugar = yet another '90's bandwagon I was too late to get on. Next S&amp;D BNL should reunite them (kind of like they did for the Odds).
28194,sadness,(SINGZ) SO I THINK IM JST ABT DONE BEING UR GIRRRLFRIEND....IM LEAVIN....IM LEAVIN! JST LOVE CM!
28223,sadness,"desktop quad-core Win7 boot time = 2'25&quot;, laptop dual-core w/ SSD Win7 boot time = 0' 13&quot; =&gt; SSD for desktop arrives in 2 days"
28243,sadness,@jordanknight I'm not having a good day... can u cheer me up with a tweet?  Even Tink will do. LOL.
28247,sadness,@jimmyheartcore awwwww snaaaap Jimmaaayy.  You are the man with hookups.  Too bad I'm so far away!!
28330,sadness,@xxPat..not that school wouldnt suck all the time
28331,sadness,"blerg, damn you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost"
28377,sadness,@t_rothlisberger That's fucking awesome!  *bookmark*
28407,sadness,@Afey umm how abt a comment like that :p &quot;i dont like this&quot;
28412,sadness,@jordanknight I have now officially resigned myself to never knowing what Tink! means....
28421,sadness,@mickster09 You don't have to rub it in.
28439,sadness,"@stii no, it makes you realise how doomed humanity in USA is"
28455,sadness,"@dragonblogger My pleasure  I really enjoy your random word poetry, and am disappointed when I miss out on participating!"
28467,sadness,"@tuaw In case no one gave you a heads up, AT&amp;T just put out an iPhone app for account management (MyWireless) I'd love to see a review"
28491,sadness,@Etsy never noticed that before but you're right! guess that's because my heart is always dreaming of travel...
28499,sadness,What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I'm such a rebel!
28520,sadness,going to the lumberjack party
28564,sadness,Awww I wonder when ima get married. Shawna and Damon are so cute
28608,sadness,"@KausarAzam  Hew how u been????Srry I haven't posted a vid in forever,I feel guilty lol,so in the next few days hopefully"
28619,sadness,I meant mamas
28684,sadness,If you save these pix from the Today show please credit www.wireimage.com Thanks
28686,sadness,@kurliedoc poor grace!!! You need to date a cute male nurse.
28694,sadness,ok shopping was far too fun ~ unpacking the bags now
28695,sadness,@RedHotCopy I fell asleep on a plane watching Frost/Nixon - hope it works out better for you than it did for me
28737,sadness,"Slept in, woke up with an iced coffee, lazed about &amp; went out for a late lunch with the BF. It's been a sweet little laid-back Saturday."
28749,sadness,Just finished mowing the lawn.
28777,sadness,good morning. today is my last day of &quot;freedom&quot;. back to work tomorrow. i'm sorta stoked-not stoked. but well.
28799,sadness,@Sobbee Naw.. it was pretty tame. Only 1 guy in costume.. a Voyager-style &quot;medical&quot; uni. Disappointed there weren't any more in costume.
28806,sadness,"I'm in VA for the weekend, my youngest son turns 2 tomorrow......it makes me kinda sad, he is getting so big, check out my twipics"
28820,sadness,@yourfaveblonde I could have! I had extra tickets. Plus we had two Twitter Giveaways  We'll get you next time.
28841,sadness,"At the apartment, nothin to do, a little hungry  http://myloc.me/Fim"
28889,sadness,"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We're such cry babies. Love her."
28929,sadness,@miss_k_renee On a Saturday? Not so cool friend. Same job  Different position! Let me know when your in town again!!! Miss U
28940,sadness,IM FEELIN RITE.. THE MOOD FLOR TWITTER AFTER DARK...
28969,sadness,im joining twitter  lol
28986,sadness,we did what we had to do
29058,sadness,"@aliceqfoodie Wow, you mom has a lot of energy. I'm getting tired just reading your tweet and ur living it."
29090,sadness,@dannywood BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc
29099,sadness,@COecobroker And I still recall how helpful you were way back when as I struggled on an AR contest question...
29122,sadness,@gheekchik hmmm...the one restaurant/one grocery is sad. not the dukbolgi.
29135,sadness,@guilty_ Awww. So that's him. Nice attempt at hiding from the camera
29178,sadness,a successful shopping day
29186,sadness,"Back then I didn't know why you were misunderstood. So now I see thru ur eyes, all that u did was love. Mama, I love you"
29194,sadness,@vonstroke Heidi just finished her set at Stiff Kitten with Aundy
29230,sadness,@santojay They assume you won't be able to afford traveling anymore now that you've got a contract with them
29253,sadness,I have the best Brother-in-law in the World. He just sent me Twilight Blue ray gift set. Now if I only had a blue ray player
29306,sadness,"@lanceschmidt Yeah I was kinda bummed, but tell them I'm gonna miss them too! I loved your class! You guys made student teaching fun."
29358,sadness,Pappadeux has some yummy strawberry lemonade
29360,sadness,i'm causing trouble with my partner in crime.
29368,sadness,I am sitting at the computer eating grapes  it's hailing outside! o: I MISS SUMMER.
29396,sadness,OK - I'm out of here for now. Just popped in to say Hi and check on things. I'll probably head to the guttah later on tonight
29455,sadness,wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night
29536,sadness,"it gets worse every year and 2010/2011 will be the worst. oh, and 6 months today!"
29538,sadness,Sitting outside in the cold by the ocean with a glass of wine.
29622,sadness,@nursedoublek have someone help you with the makeup...you gots to go out looking fine  and have another shot
29656,sadness,"@tooshie Interesting people like you should never be bored, Tooshers."
29664,sadness,"missing my hobo/slut/tramp way of life, and cooking for my mother on a saturday night  MAMA I LUV U"
29670,sadness,@grovesyrmi08 sorry about it
29715,sadness,"@kristenhaulser yuppp. I was gonna get it up top but I didn't. I will soon, but I got 2nd holes instead"
29731,sadness,i have no idea what im doing and i am completely lost.
29799,sadness,was an international student today  had sooo much fun at sixflags with friends i don't know well enough!
29859,sadness,"Work, work, work and why did I get so tired all of a sudden. @PaulAros , nicole told me you say 'Hi' aww she was so enthusiastic  hi paul"
29900,sadness,"@RebeccaNavarro @banditTA00 sorry, I'm back.. food was calling my name..lol..all is good here  and HI! , sorry I haven't said sooner lol"
29920,sadness,Happy Mother's Day MM mums!!!! hope you all have a lovely day  #mamam
29996,sadness,With alex
30041,sadness,"Today Dan bought me Bio Dome AND the Reality Bites Soundtrack! Needless to say he gets MAYJAH points!  Also, my tummy is not happy. Boo."
30046,sadness,"having a creative party with me, myself, and moi"
30097,sadness,gosh! i'm freakin' bored! talk to me!
30146,sadness,@TheSpencerSmith I'm part of a religion called People-With-Good-Taste-In-Music. We don't celebrate Jonas Brothers Day.
30203,sadness,@NA617_NKOTB LOL you r not a loser u drove 8 hours in a day.. U need rest  of was it 2 days? I'm still tired lol
30261,sadness,@zouljiin That is the best sticker EVER. Also. I dig your hair. It's gotten long since I've seen you last.
30295,sadness,@TennyDesign Rogï¿½rio Minotouro will fight now!
30319,sadness,@birdsall Sorry about that. I got behind on followers and am still catching up.  I follow folks that @ me (including you
30348,sadness,"@HuMBush just nothing perfect in life, darn it!"
30356,sadness,Feelin really awful. Having mono sux so much. Omg...listening to music
30364,sadness,@NiecieD Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.
30408,sadness,"Oh, as usual, I should warn my new followers that I tend to over-tweet during #canucks games. Apologies in advance."
30425,sadness,just got back from the Sing It Loud concert // FUCKIN AMAZING
30452,sadness,@haldira awww too bad I won't be there - I'd entertain the thought of entering
30469,sadness,@theDebbyRyan How does it look like a Ninja Tutle?!  xo lol
30475,sadness,Yeahh cenare lo mismo qe Rosher! ok ok Roger  wiii
30486,sadness,I'm hungry. And single.  heading to the golfing range soon.
30561,sadness,"My blackberry ran out of juice in the middle of the day...it was miserable! No twitter or email at my beck and call, truly awful"
30582,sadness,"@amyxstftk actually, i really do. mostly when i forget to take off my makeup before bed"
30632,sadness,ugh i wish this school year would go faster so i can move on in life
30658,sadness,watching &quot;That Thing You Do&quot; on Comcast. Missing my boo like crrrrrazy!
30659,sadness,@ShebaBaby should be a rebroadcast of last weeks Pacquiao-Hatton fight. Don't plan your night around it.  I've said too much already.
30682,sadness,@MeggieMouse what are you going 40 hours with out? i'd say my computer or my phone but i did that last week and i didnt care at all..
30684,sadness,Sinse i had dis thing..not 1 reply not 1 message. Nuffin! pshh who cares..i know im special  X
30693,sadness,i had the best day ever! i missed him. more tomorrow too
30696,sadness,"Waiting tables is exhausting! My feet are so sore. Note to self: never become a waitress. Also, kudos to George for the awesome tri-tip"
30738,sadness,I'm jumping off the nearest bridge if I can't have it
30752,sadness,@Strabismus I try to ignore..just noticing new M.O.'s . I LOVE Sonic drinks. Cherry limeade mmm
30782,sadness,"@xxyouSHiNExx hey! haha, yep! that was me! negative comments get me reallllyyy mad; so i always defend them!  haha!"
30795,sadness,Arrested in the hotel
30815,sadness,76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped.
30880,sadness,"We need to ban together and recognize that we aren't always going to agree, but that's ok  #tcot"
30887,sadness,I got me a little too much sun today
30904,sadness,I wasn't going to go out tonight but looks like I'll be heading over to Main Street
30905,sadness,@BeccaChan Happy Birthday!  sorry for the blank one my sister messed me up.
30924,sadness,Just talked to @samgrover's cute grandma on the phone.  She only speaks Hindi-not my best language-but somehow we manged
30956,sadness,@sharkattack44 i wish there was an &quot;i like&quot; option (like fb) for things like this
31065,sadness,I jus planted a garden in my backyard
31124,sadness,lots of decisions to make...i need an assistant/cook/nanny/chauffer lol lol but 4 real!
31161,sadness,"@mbulatao oh no!!!! i hope its not too baad, tell mya i hope she's gets better soon"
31265,sadness,"@melissa_paige92 AMEN! Clearly, if they did know you, they wouldn't be able to say that! You're WONDERFUL!  I get it too, though... sucks"
31283,sadness,"@theclairemarie I can't, I'm studying so I don't fail  Come over, I'll make u some tortellini or chicken or a chicken salad."
31293,sadness,"hey everyone, whats up? i got another hour and a half of work so tell me something you think i wouldnt know....this should be a good one"
31297,sadness,"outta the shower, too bad justin couldn't spend the night.  haha"
31391,sadness,@rafealAnthem http://www.CultureShockMag.com  shoutz 2 @DeeJaySchemes the mix on the site is gonna b nervvoouuss
31438,sadness,"@meli_beli haha yeah u did, oh well theres always next yr  chin up princess hehe"
31503,sadness,@ObviousLB *bows*  I try...sometimes it is hard
31585,sadness,@pageoneresults more seo voodoo  Google has your cache. NOARCHIVE only hides it from users.
31589,sadness,@bsweichsel That was like eight years ago. Not so sure it would happen now
31598,sadness,@kimgoss i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby
31618,sadness,"my teeeeeeeeeeeeeth, hurt a lot. The mall was funnn today, i made 10dolla, not 15.  better than nothing, right?! HEHE."
31648,sadness,"Joining facebeek.  What a loser, I have no friends   Amy where are you?"
31687,sadness,@tammytrent **left off the &quot;again&quot; in the title...whoops!
31766,sadness,"@n_dubbs curse you, igloo dwellers!!"
31830,sadness,"GREEN DAY IS PERFORMING ON SNL NEXT WEEK!  sorry, that made me happy and i'm still all ditzy from the Justin Timberlake skits"
31905,sadness,"@_danni haha that's the stupid thing, I did and I'm still getting them &gt;:]"
31921,sadness,i was screaming like a maniac!  But the thing was u couldn't scream on the ride which sucked the fun out of everything so...
31997,sadness,"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot"
32008,sadness,@CynthiaY29 dr hook  awesome
32030,sadness,"if you're as lovesick as I am, give me a call, we should go bowling and complain about love"
32034,sadness,@saranw Thank you! You should know that I am both happy and sad (all at the same time) to know that. You've got &quot;The Right Stuff&quot;
32051,sadness,"hot wings cafe with willyum  mild, spicy BBQ, curly fries.. delicious!!  http://twitpic.com/4wesr"
32066,sadness,@webaggression I can only promise about 150 or so.
32080,sadness,@aquadj James and I battle over everything too! It's kind of a love-hate relationship
32081,sadness,"@ninnifur   Animas calls it Combo. Sometimes it works pizza, sometimes not. What pump do you use again?"
32109,sadness,@jlskowro @jennsquared will have to wait on the recipe at Simply Recipes.  Sorries!
32113,sadness,@_writersblock_  I'm having a bev by myself too. Sometimes you just have those kind of days and you need to relax
32267,sadness,@David_Henrie wat do u mean by killed it  and yes im sure lady gaga did do awsome
32287,sadness,Hi Everyone miss me much?  muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ;)
32293,sadness,"@mortuaries your tweets are making my night, bb girl"
32300,sadness,I just watched my favorite movie &quot;A Walk to Remember&quot; its so romantic and sad i just love it
32305,sadness,"&gt;&gt;Why did the Blonde Keep failing her drivers license test--------&gt;&gt;&gt;&gt;&gt;Everytime they stopped, she jumped in the back seat."
32309,sadness,@mamacapps  Know I'm not the only one.  Just harder on me.
32335,sadness,DUCKED OFF! I'LL BE BACK IN GA TOMORROW.
32394,sadness,"I work all day tomorrow, followed by a date with tits, So Jayden and I gave my mom her mother's day gifts at midnight. She cried."
32412,sadness,HAPPY MOTHER DAY TO ALL THE MOTHER'S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...
32463,sadness,"@howardlindzon You're such a kiss ass   Looking forward to central, mountain and pacific mother's day tweets.  Don't forget about PEI"
32510,sadness,"@profitfu wattup bro, hows it going, i see ya twitter is kicking butt   JV http://twurl.nl/ogzbdl"
32572,sadness,"@JoWork oh, she gon com back again.........AND YO' AZZ BETTA MAKE A VID ABOUT YO' PROM BOY"
32588,sadness,@Aroundtheus  cheers!! ;)
32685,sadness,@FlyAArmy @aduvall818 @FlyingPhotog @FoxWhisperer - brief interruption- brb. goodnight if i don't catch u again later. gotta ck something
32702,sadness,@_peanut_ Thank you. Now we'll just have to see how long it takes me to finish the damn thing.
32707,sadness,"@Sparkin1 sorry I missed you at the farm today, but DM me if you would like some photos from today"
32758,sadness,"@danielradcliffe snitchsneeker photos were cool -but, dang, what's up with all the comments about your chest hair - that's just creepy"
32772,sadness,@agentwill I didn't want to tell you but I think it's your body odour
32806,sadness,"tired and didn't really have an exciting Saturday.  oh well, hope it's better tomorrow."
32815,sadness,@Syreeta306 girl u sit ya double decker neck ass DOWN and talk about ppl who are on ur LEVEL and not above
32836,sadness,@abbey_marie Stick with me kidd...you'll be alright (there's a whole sketchy world out there waiting to be taken advantage of
32866,sadness,@JonathanRKnight Going so soon? I was hoping to hear late nite humor from you....
32890,sadness,@AubreyODay aw. wasn't it sad?! give ginger a little pat on the head for me!  mwah!
32892,sadness,@okibi Ah.  I just found it weird because it's my screen name  Name of war and all that jazz
32921,sadness,@robincareyyo ...you are kickable.
32955,sadness,@adriandanganan CLAY AIKEN? GET ME AN AUTOGRAPH!
32996,sadness,Aww okayy we'll tell you about it tomorrow then
33023,sadness,@arundo_donax ISN'T PUPPY FREAKING ADORABLE!? I didn't want to let her go. FUZZYPUPPY.
33039,sadness,"Apple FAIL. If you set up a new British Mac, the dashboard weather widget is for London, Canada, not the UK one  (Hard to tell too!)"
33043,sadness,@dredpiraterob poor thing. come watch tv at my house  lol
33068,sadness,@TheSpencerSmith hush...stop teasing
33083,sadness,about to hit the sheets.
33084,sadness,listening to the new demo! This song is going to be fantastic once its done!
33099,sadness,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)&lt;3 In addition,gray matters is one of the cutest movies ever!!"
33143,sadness,this is how we do itttt
33174,sadness,Soo Tired. My head hurts. I Love Andy sooooo much!
33188,sadness,@imfunsizee and jarita i'm going home now and i'm with two hot guys  drool.
33267,sadness,"OMG, time to sleep, today was an horror, i really hope best weekends *---*..Goodnight buddies"
33276,sadness,OFFICIALLY booked for seattle with @cfine1 and @ebotkin12 it's going to be THE best birthday weekend EVER!  @bradlawrence :you made me sad
33282,sadness,"I &lt;3 Rupert Grint......&amp; of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him"
33311,sadness,@LaurenBakarian: i miss you
33331,sadness,@ninjapixie83 Sorry for your loss.  I know how you feel.  She or he was a lucky cat.
33344,sadness,@LisaBernart Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!
33345,sadness,@jtimberlake DAMN YOU KILLED IT ON SNL...THAT WAS GOOD STUFF I WAS CRYING W/LAUGHTER @jimmyfallon broke you i love it
33445,sadness,"Don't know what to do right now...pretty bored, but I refuse to study. Any suggestions?"
33460,sadness,Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies
33466,sadness,Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me &amp; I am thankful for you!!
33492,sadness,happy mothers day  going to the zoo... i have to wake up at 9:30 oh god noo!!!
33498,sadness,@farah_n_pete you do a terrible job of hiding it.
33500,sadness,"@TiptheMilkman awww  no problem , sorry for tha loss"
33514,sadness,@hollywoodtv just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous
33609,sadness,Im.in.the.room Im.watching.the.HANNAHmovie.withMOM.She.said.this.film.very.great.
33623,sadness,My legs are so fucking sore. And my feet hurt to walk. Whataday
33652,sadness,@Epic_War_MT I'm no longer blue
33683,sadness,"@AmyPredsfan Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I &lt;3 Blair &amp; Jo too!)"
33707,sadness,@CandyMaize its ok..i was kinda feeling ignored anyway  And its sunday arvo 330pm. Going out for Lunch &amp; WINE!
33721,sadness,thanks so much for the discount code. looking forward to trying your pads out
33750,sadness,I just single handedly killed 4 flies and a crane fly with my hairbrush!! I'm gonna go disinfect it now...but bugs beware!!
33796,sadness,"@citycynic lol, as a target employee they forbid me from that place, no i usually go in and buy like everything along with commenting"
33822,sadness,@dailypep I'm sure I will cry at the most unopportunte (spelling?) moment!!
33844,sadness,"@prepchik07 p.s.: UV rays are just as strong with clouds as with regular sun, sometimes stronger. just FYI."
33909,sadness,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...
33928,sadness,Going to fold laundry and then hit the sack. I have boring saturday evenings
33975,sadness,@thomasfiss hahaha now ur gonna tweet.... I awoke to 67 the other night haha Man the concerts here suck. Cali's da place 2 be
33978,sadness,Sounds like there's a party up the street.  I guess they forgot to invite me
33985,sadness,Just got home from work and tired
34006,sadness,@ChaseSanders  if she sees that she will cry! lol
34030,sadness,"@DawnRichard Awww, that's nice.  You both make a really beautiful couple, you balance each other."
34031,sadness,"mmm - home-made pizza (that I helped to make), a home-made cheesecake (to eat soon) &amp; family... a nice day for mother &amp; nanna"
34037,sadness,"Missed Justin on SNL! AGHHH! Just when I started to love him again, yes it's one of those weeks."
34039,sadness,new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks
34127,sadness,definitely OD tired..but backstagepazz.com is no joke..i think i want to be a groupie just so i can tell my tale.
34138,sadness,i'm addicted to home
34147,sadness,"@slicksean I'd love that. And, don't think of it as easy. Think of it as enthusiastic."
34228,sadness,"Shower is taken. It is in the room right by the bed. Yeasterday we had the shower on the balcony, with sea wiew, that was a bit nicer"
34275,sadness,"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse."
34323,sadness,@vautrin tis' cool..I still stand by my former proclamation! I'm just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol
34346,sadness,Just got home i love stake and shake milkshakes
34355,sadness,@kevinpollak  We forgive you and we have missed you!
34363,sadness,"@kixsal The Star Trek in IMAX wasn't in 3D, but it was huge on the screen.  Still worth watching."
34368,sadness,Im so done defending him. Im going to bed and im gonna give my mom a happy mothers day.  at least ill try.
34391,sadness,@brabakr   ...Thank you Mr. President!....
34425,sadness,bye daddy!! see you on tuesday
34436,sadness,@Britneyspears : For the Record is still the saddest thing to watch. &quot;I'm gonna go through life like the karate kid&quot;...and so am I.
34477,sadness,I fucking love Alexander William Gaskarth
34502,sadness,@suzyqbee He says he feels mama tucking him in at night  He's lonely but getting by. Tomorrow will be tough!
34524,sadness,"@Lozingsleep Damn, that charming skater look is kind of....HOT! A hot mess  Catherine pls don't hate me for hitting on your friends. tnx"
34617,sadness,@elf_princess69 hehehe! Barry Killer! U need a pic
34649,sadness,watching the original sabrina the teenage witch movie. so different from the series but so rad
34681,sadness,@geneva_rockett i know! And he laughed at the stupid 'women's right's' joke. Wth! Glad we have the same humor!
34698,sadness,@CHACITY has more followers than me. I wanna be as cool as her. Follow her so that will never happen.
34822,sadness,going to sleep now...5/10/09 &gt; Happy Mother's Day...&amp;...Happy Birthday to ME!!!
34887,sadness,"@shibuya246 yeah, but no closer to the secret of stumble."
34926,sadness,finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.
34953,sadness,"@SpicyBev yep, itï¿½s Mothers Day here as well but me and my family ignore it!  weï¿½re celebrating it EVERY day ... LOL"
35001,sadness,"So I was just angrily told I was extemely abusive...mentally, emotionally, &amp; physically. It made my day.  Nightss."
35024,sadness,"@aplusk Awww, here...WAZ UUUUP!!!   Seriously, glad y'all had fun.  Too bad my invite got lost in the mail lol. peace. xo"
35071,sadness,"@DonniesGirl69  Yes,... I blame you all"
35088,sadness,Memories
35113,sadness,So tired and I have to work till 10:30 tonight!    Happy mothers day to everyone too  http://tinyurl.com/qu62bl
35117,sadness,"Twitter, you just fail at life sometimes.  Oh well. http://tinyurl.com/qkxh7q"
35134,sadness,"@jamie_oliver whats for breaky then, russtle something up for my hangover please our jamie lmao"
35137,sadness,lmao im stupid just felt like sayin tyaï¿½ in my red caf vioce..nite ya'll
35150,sadness,"@SirReigns Good luck with the design....remember the little people   Heading to bed, goodnight!"
35190,sadness,"@oohhMandy ITSNIKKITIME haha...shiiit, that was Austin o'brien..pardon my BAD call!"
35231,sadness,@twisty7867 i'm using paint.net x64 and it's running crazily fast - can't afford CS4 unfortunately... yet
35233,sadness,@solangeknowles I'm proud of You Solange.
35262,sadness,Enjoying the happiness of this special day. Another day that I can make the best one of my life
35286,sadness,been high azza bitch all day.... was goody... i missed u twitter
35328,sadness,"@KManCOBHC he has been really brave but this is the best thing to do - now he can rest and get better. Get well soon, Alexi"
35336,sadness,Music soothes the soul...
35348,sadness,@sanda86 ummm.. sure! i miss ya'll alot too.  i think you know who i meant.
35365,sadness,@wolfchild59  heheheheh... lol... I always figured he'd send them your way if he got any dupes... I felt bad not sending him stuff...
35378,sadness,@FoOie yea just fun dive..a bit scary sometimes but fun.  u like diving?
35443,sadness,Missing @smartbrain from BKK na.
35469,sadness,Happy Mothers Day
35487,sadness,"@teksone No, I'm in the US for the weekend not the UK"
35515,sadness,Waiting for the bus back from cripple creek to pick up the twizzler town seems kinda quiet tonite    *rolynn719*
35551,sadness,about to go to my boo's pad
35587,sadness,@DirtyLiz It's because we're right
35607,sadness,is feeling good.. kinda tired.. miss him... can't wait for grad this weekend!!
35681,sadness,@unitechy wud like to. But I actually have a free weekend this time and family is visiting. so I'm staying put. next time
35693,sadness,Only just past 8am and already been spoiled rotton
35699,sadness,@DaveStyles Haha yes and that is BS! all men lie. show me one who doesn't and I'll marry him
35749,sadness,"off to mothers day brunch with the gang. YAY!!!!! It's not the Zoo, but should be just as much fun."
35761,sadness,"@dangercharlie you're welcome char, glad you liked the cake, it's pretty simple you should give it a try"
35794,sadness,"just got back from..ahem, meal#4...was boring but had to eat nonetheless"
35837,sadness,I am usually more creative on Mother's Day but lately I have not been feeling creative. O.K.. Good Night.  uh Morning...
35866,sadness,@parboo LOL - Birmingham was my 1st love... but it's time to move on! ;) Good Morning
35884,sadness,Star Trek movie: riveting. Soundtrack: superb. Overall experience: fantastic. Alyssa jumping at german shepherd: priceless.
35895,sadness,At social.  just saw G-1.. Awwww
35918,sadness,@juliegoodacre I was thinking of changing it but it is a hassle for everyone who follows us so I get to be Jason
35924,sadness,@solangeknowles you are so freaking awesome Solange. Happy mother's day. i wish i had a mom like you...sad. blah. but best wishes!
35937,sadness,"@NikkiBenz i hope so, recorded the pit/was game to find out it didnt record... lucky it wasn't the leafs, i woulda lost it by now"
35940,sadness,"aww thats wikid, i need to book myne again sooon  miss you to lovely!! im off ned some brekkie.. speak soon dudde xxx"
35943,sadness,@joooo The rest of the week is less than 2.5 hours long
35947,sadness,"just got home! LET US ALL BE CONNECTED WITH GOD, CONSTANTLY!"
36010,sadness,@davecandoit dude that honest to god happens to me all the time.. minus the trail mix.
36020,sadness,"In a lazy sunday; just had a very late lunch,and forget to buy PR,we're on page 16"
36033,sadness,rain drops keep falling on my head..
36039,sadness,"@JayceiiNc im disgusted as well and baron, spelling lessons homie!! haha it's &quot;effort&quot; and &quot;team&quot; r u shwasty? shloshed?  i love you"
36041,sadness,"@HilzFuld Patience, it's worth it"
36058,sadness,@DespinaCook or least for the firmware upgrade. just buying some time until I get my tax return really
36074,sadness,rblpnqte @sheryonstone: &quot;sheesh I am sending one up to you @ladypn.  I think you could use it  lol&quot; RB DELUX... ? http://blip.fm/~5z36j
36076,sadness,Early morning walkies really aren't my thing... at least it's vaguely warm
36097,sadness,Just woke up from nap and then ate nasi padang and pisang cokelat
36112,sadness,"Well twitts I was waiting on a response from @DawnRichard, but she's out partying and having a good time,so maybe some other day!"
36146,sadness,"@joooo No, but Geek Minds Think Alike."
36169,sadness,@dcal44 Been meaning to email you for months. Your pre-reunion party must be coming up soon. Really wish I could be there. &gt;140 char soon
36182,sadness,"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win"
36209,sadness,Feeling like crap today. Hopefully a nice relaxing swim will do the trick
36270,sadness,Sweet dreams!I'm tired  I'm so excited I might actually get to golf in the morning! Family tradition!
36337,sadness,@asombroso bahahaha. I love Gabriel - absolutely fucking hilarious!!!
36368,sadness,"Finally home and exhausted.  Work week is over, but I still expect less than 5 hours sleep tonight.  Happy Mother's Day! I luv you Mom"
36375,sadness,and to think that all I've ever played for is just fun   I suck at marketing and promotion..
36382,sadness,@guillermop you should.
36412,sadness,im slowly losing followers one by one.
36430,sadness,"@theaidenash hey hunny bunny, what's a weekend? is that like a day off or something?"
36468,sadness,i have no swine flu! because of the temperature screening here i feel like a criminal with my cold.
36506,sadness,@paulmwatson not gonna ask what a boom boom is!  morning.
36511,sadness,Crap. I have lost the game more times today than any other day in history.  #lostthegame (Blame @meekakitty )
36598,sadness,"@bluecat7 absolutely tru...the horror of it still washes ovr me sometimes if i think  abt the actual last days, but the gd memories go on"
36611,sadness,first time in weeks to see the clear blue sky
36676,sadness,Morning all. Up and about and about to wash the car. Remind me; Why did I choose white again??  http://bit.ly/Y92Mb
36716,sadness,SCENE SLUTS AT 4AM IS ALWAYS THE SHIT
36735,sadness,"Full, thanks for the food Jean  I should have brought that half of the watermelon with me and eat it on the freeway and crash and die."
36745,sadness,HaPPy MothErS Day!!! Feliz Dia deLAS MAdres  mine is already in Heaven.. =( Miss you...
36754,sadness,"@BrandenHaydon Yes, I really do."
36763,sadness,@london I miss u like cotton candy  &lt;3
36796,sadness,"This wraps it up. Well, again a lesson that you shouldn't take nude photos of yourself when you're famous. Or maybe you really should!"
36809,sadness,"@rebelraising Yeah, that lying in bed thing's a bugger for blocking creativity  Worse if you're pinned down by a pet cat, apparently..."
36830,sadness,"@mcrmy_lisa ...one online? Yeah, me"
36832,sadness,Mana - Everything they've ever made since 1986
36861,sadness,@yan_ming @affascinare me is gg for summer sch though.. not attachment... yan can go see the blog. check my msn or ask kinny
36874,sadness,"@KiwiLucy ahhh ;) I know who wins the entire thing, I TRY to avoid these things but it never works"
36896,sadness,@Curren$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!
36952,sadness,"trying to do a blend. i know, i suck at them but there's no harm in trying."
37089,sadness,Today I wrote two songs (one for temple which I will probably never perform ever) and one for mothers day. Happy vesak everyone  rena xoxo
